,localizacao,title,url,valor
1331,Fortaleza -  CE,Iphone 8 com 256 memoria. So Venda!,https://ce.olx.com.br/fortaleza-e-regiao/celulares/iphone-8-com-256-memoria-so-venda-803410362,R$ 2.100
1332,Belo Horizonte -  MG,O IPHONE PRETO MAIS TOP !!!!! Sem nenhum arranhão TOP PARA PESSOAS EXIGENTES,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/o-iphone-preto-mais-top--sem-nenhum-arranhao-top-para-pessoas-exigentes-804030892,R$ 3.900
1333,São Paulo -  SP,IPhone 6s Plus 64gb zero,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-6s-plus-64gb-zero-804030868,R$ 999
1334,Porto Velho -  RO,iPhone X,https://ro.olx.com.br/rondonia/celulares/iphone-x-804030804,R$ 3.100
1335,Salvador -  BA,"Central Multimídia Pioneer Sph-da138TV Tela 6,2 Espelhamento instalada na Elite Som",https://ba.olx.com.br/grande-salvador/autos-e-pecas/pecas-e-acessorios/carros-vans-e-utilitarios/central-multimidia-pioneer-sph-da138tv-tela-6-2-espelhamento-instalada-na-elite-som-804030793,R$ 1.399
1336,Manaus -  AM,IPhone 8 Plus com nota,https://am.olx.com.br/regiao-de-manaus/celulares/iphone-8-plus-com-nota-804030784,R$ 3.200
1337,Londrina -  PR,Gatilho L1 R1 De Metal Para Celular Free Fire Fortnite Pubg,https://pr.olx.com.br/regiao-de-londrina/videogames/gatilho-l1-r1-de-metal-para-celular-free-fire-fortnite-pubg-801751220,R$ 19
1338,Fortaleza -  CE,IPHONE 11 - 64 gigas - Branco - Lacrado,https://ce.olx.com.br/fortaleza-e-regiao/celulares/iphone-11-64-gigas-branco-lacrado-804030672,R$ 4.600
1339,São Paulo -  SP,Iphone 11 Pro 64 GBs como Nota e Garantia,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-11-pro-64-gbs-como-nota-e-garantia-804030668,R$ 4.070
1340,Londrina -  PR,Relógio Smartwatch Hero Band 3 B57,https://pr.olx.com.br/regiao-de-londrina/audio-tv-video-e-fotografia/relogio-smartwatch-hero-band-3-b57-804030612,R$ 150
1341,Caruaru -  PE,Iphone 8 64G,https://pe.olx.com.br/grande-recife/celulares/iphone-8-64g-804030602,R$ 2.250
1342,Salvador -  BA,Fone de Ouvido PK Haylou GT1/ Airdots Bluetooth 5 0 B5 TWS com Controle,https://ba.olx.com.br/grande-salvador/celulares/fone-de-ouvido-pk-haylou-gt1-airdots-bluetooth-5-0-b5-tws-com-controle-800500822,R$ 80
1343,Lagarto -  SE,IPhone 7 Plus 128 GB,https://se.olx.com.br/sergipe/celulares/iphone-7-plus-128-gb-804030601,R$ 2.330
1344,Vila Velha -  ES,IPhone 6,https://es.olx.com.br/norte-do-espirito-santo/celulares/iphone-6-792530106,R$ 1.100
1345,Nova Iguaçu -  RJ,Troco por iPhone,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/pecas-e-acessorios/barcos-e-aeronaves/troco-por-iphone-797089680,R$ 1.000
1346,Linhares -  ES,iPhone x ,https://es.olx.com.br/norte-do-espirito-santo/celulares/iphone-x-804030475,R$ 2.700
1347,Belo Horizonte -  MG,VENDO IPHONE SE - 64GB - SEMI NOVO,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/vendo-iphone-se-64gb-semi-novo-800618521,R$ 800
1348,Rio de Janeiro -  RJ,Iphone 11 Pro Max 256GB,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-11-pro-max-256gb-804030455,R$ 5.500
1349,Simões Filho -  BA,Samsung Galaxy 21S Aceito troca em IPhone meu zap *,https://ba.olx.com.br/grande-salvador/celulares/samsung-galaxy-21s-aceito-troca-em-iphone-meu-zap-798029703,R$ 1.300
1350,Feira de Santana -  BA,iPhone 5 32g,https://ba.olx.com.br/regiao-de-feira-de-santana-e-alagoinhas/celulares/iphone-5-32g-804030325,R$ 430
1351,Lauro de Freitas -  BA,iPhone 7 Completo,https://ba.olx.com.br/grande-salvador/celulares/iphone-7-completo-804030321,R$ 1.350
1352,Belo Horizonte -  MG,iPhone X topzera ,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/iphone-x-topzera-804030291,R$ 3.250
1353,Gravataí -  RS,Case protetora porta celular documentos chaves carro universal impermeável,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/esportes-e-ginastica/case-protetora-porta-celular-documentos-chaves-carro-universal-impermeavel-802676603,R$ 15
1354,São Luís -  MA,Fone e carregador de iPhone,https://ma.olx.com.br/regiao-de-sao-luis/celulares/fone-e-carregador-de-iphone-804030290,R$ 150
1355,Feira de Santana -  BA,iPhone 5 32g,https://ba.olx.com.br/regiao-de-feira-de-santana-e-alagoinhas/celulares/iphone-5-32g-804030325,R$ 430
1356,Lauro de Freitas -  BA,iPhone 7 Completo,https://ba.olx.com.br/grande-salvador/celulares/iphone-7-completo-804030321,R$ 1.350
1357,Belo Horizonte -  MG,iPhone X topzera ,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/iphone-x-topzera-804030291,R$ 3.250
1358,Gravataí -  RS,Case protetora porta celular documentos chaves carro universal impermeável,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/esportes-e-ginastica/case-protetora-porta-celular-documentos-chaves-carro-universal-impermeavel-802676603,R$ 15
1359,São Luís -  MA,Fone e carregador de iPhone,https://ma.olx.com.br/regiao-de-sao-luis/celulares/fone-e-carregador-de-iphone-804030290,R$ 150
1360,Cuiabá -  MT,"iPhone XR,64gb",https://mt.olx.com.br/regiao-de-cuiaba/celulares/iphone-xr-64gb-804030277,R$ 3.000
1361,Recife -  PE,IPhone 5 funcionando bem,https://pe.olx.com.br/grande-recife/celulares/iphone-5-funcionando-bem-804030206,R$ 300
1362,Goiânia -  GO,iPhone 7 Plus 256gb ,https://go.olx.com.br/grande-goiania-e-anapolis/computadores-e-acessorios/iphone-7-plus-256gb-804030173,R$ 1.980
1363,Vila Velha -  ES,Iphone 6s 128GB,https://es.olx.com.br/norte-do-espirito-santo/celulares/iphone-6s-128gb-802809523,R$ 1.000
1364,Belo Horizonte -  MG,iPhone XR 128GB,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/iphone-xr-128gb-804030113,R$ 3.500
1365,Campos dos Goytacazes -  RJ,Case Iphone 11,https://rj.olx.com.br/norte-do-estado-do-rio/celulares/case-iphone-11-804030104,R$ 30
1366,Mauá -  SP,"Capa 360 frente e verso samung, motorola, iphone, Xaiomi e lg",https://sp.olx.com.br/sao-paulo-e-regiao/celulares/capa-360-frente-e-verso-samung-motorola-iphone-xaiomi-e-lg-802426038,R$ 30
1367,Aracaju -  SE,Vendo iPhone 7 Plus rosé em estado de zero. 128gb,https://se.olx.com.br/sergipe/celulares/vendo-iphone-7-plus-rose-em-estado-de-zero-128gb-804030073,R$ 2.400
1368,Campo Grande -  MS,Iphone 7 128gb brilhoso ,https://ms.olx.com.br/mato-grosso-do-sul/celulares/iphone-7-128gb-brilhoso-804030070,R$ 1.650
1369,Belém -  PA,Iphone 5c (Azul),https://pa.olx.com.br/regiao-de-belem/celulares/iphone-5c-azul-804030686,R$ 250
1370,Campo Grande -  MS,"Relogio Smartwatch Compatível Xiaomi Redmi, iPhone, S10, S9",https://ms.olx.com.br/mato-grosso-do-sul/celulares/relogio-smartwatch-compativel-xiaomi-redmi-iphone-s10-s9-804030029,R$ 85
1371,Vitória -  ES,Iphone 6 64gb,https://es.olx.com.br/norte-do-espirito-santo/celulares/iphone-6-64gb-795945680,R$ 750
1372,Porto Alegre -  RS,Carregadores iPhone todos modelos,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/computadores-e-acessorios/carregadores-iphone-todos-modelos-804030013,R$ 49
1373,Rio de Janeiro -  RJ,iPhone 7 jet black com nota fiscal e caixa ,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-jet-black-com-nota-fiscal-e-caixa-804030000,R$ 1.200
1374,Sorocaba -  SP,Kit 5 Chaves Precisão + Ferramentas - Celular iPhone Note PC,https://sp.olx.com.br/regiao-de-sorocaba/celulares/kit-5-chaves-precisao-ferramentas-celular-iphone-note-pc-801675733,R$ 30
1375,Belém -  PA,IPhone 6S 64GB,https://pa.olx.com.br/regiao-de-belem/celulares/iphone-6s-64gb-804029963,R$ 1.200
1376,São Paulo -  SP,iPhone 6 s,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-6-s-801475589,R$ 800
1377,São Paulo -  SP,iPhone,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-804029935,R$ 1
1378,Manaus -  AM,IPhone XR coral 64 gigas,https://am.olx.com.br/regiao-de-manaus/celulares/iphone-xr-coral-64-gigas-804029923,R$ 2.900
1379,Curitiba -  PR,iPhone 7 32gb,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/celulares/iphone-7-32gb-800326811,R$ 900
1380,João Pessoa -  PB,Carregador rápido 5.1a para iPhone etc-entregamos em domicílio,https://pb.olx.com.br/paraiba/objetos-de-decoracao/carregador-rapido-5-1a-para-iphone-etc-entregamos-em-domicilio-804029875,R$ 45
1381,Manaus -  AM,IPhone 7,https://am.olx.com.br/regiao-de-manaus/celulares/iphone-7-804029867,R$ 1.500
1382,Petrópolis -  RJ,Samsung J7 Prime 64GB com leitor Biométrico,https://rj.olx.com.br/serra-angra-dos-reis-e-regiao/celulares/samsung-j7-prime-64gb-com-leitor-biometrico-804029860,R$ 700
1383,Salvador -  BA,DESCONTO - Iphone 6S 32gb - Em excelente estado,https://ba.olx.com.br/grande-salvador/celulares/desconto-iphone-6s-32gb-em-excelente-estado-799544965,R$ 799
1384,João Pessoa -  PB,Iphone X ,https://pb.olx.com.br/paraiba/celulares/iphone-x-804029753,R$ 2.900
1385,Porto Velho -  RO,iPhone 7 ,https://ro.olx.com.br/rondonia/celulares/iphone-7-804029761,R$ 700
1386,Itu -  SP,IPhone 6s 32GB Ouro Rosê - NOVO,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-6s-32gb-ouro-rose-novo-804029767,R$ 1.899
1387,Rio Branco -  AC,Troco iphone 6s 64gb por iphone 7,https://ac.olx.com.br/acre/celulares/troco-iphone-6s-64gb-por-iphone-7-804029693,R$ 1.300
1388,Natal -  RN,Fone de iPhone original,https://rn.olx.com.br/rio-grande-do-norte/celulares/fone-de-iphone-original-804029732,R$ 60
1389,Fortaleza -  CE,Samsung Galaxy S20 ZERADO na GARANTIA,https://ce.olx.com.br/fortaleza-e-regiao/celulares/samsung-galaxy-s20-zerado-na-garantia-804029739,R$ 3.499
1390,Salvador -  BA,iPhone 7 Plus 128,https://ba.olx.com.br/grande-salvador/celulares/iphone-7-plus-128-804029514,R$ 1.900
1391,Goiânia -  GO,Iphone 7 Plus 128Gb,https://go.olx.com.br/grande-goiania-e-anapolis/celulares/iphone-7-plus-128gb-804029523,R$ 2.050
1392,Brasília -  DF,Venho iPhone 7 Plus 128g valor 1480,https://df.olx.com.br/distrito-federal-e-regiao/celulares/venho-iphone-7-plus-128g-valor-1480-804029525,R$ 1.480
1393,Contagem -  MG,Iphone 5s ,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/iphone-5s-804029534,R$ 380
1394,Palhoça -  SC,IPhone 8 64gb seminovo,https://sc.olx.com.br/florianopolis-e-regiao/celulares/iphone-8-64gb-seminovo-804029548,R$ 2.249
1395,Belém -  PA,Iphone 6 normal ,https://pa.olx.com.br/regiao-de-belem/celulares/iphone-6-normal-804029570,R$ 1.100
1396,Rio de Janeiro -  RJ,IPhone 7 32GB,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-32gb-804029575,R$ 1.150
1397,Belo Horizonte -  MG,iPhone XR 128 gigas Preto ,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/iphone-xr-128-gigas-preto-804029585,R$ 2.800
1398,Fortaleza -  CE,Vendo galaxy s10+ preto 128gb,https://ce.olx.com.br/fortaleza-e-regiao/celulares/vendo-galaxy-s10-preto-128gb-804029592,R$ 2.800
1399,Belo Horizonte -  MG,"Iphone XS, 64GB, Space Grey, NOVO (Ler Descrição)",https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/iphone-xs-64gb-space-grey-novo-ler-descricao-804029594,R$ 4.800
1400,São Paulo -  SP,iPhone iCloud limpo,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-icloud-limpo-804029620,R$ 700
1401,Guarulhos -  SP,IPhone 7 128g,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-7-128g-804029649,R$ 1.850
1402,Santos -  SP,Iphone 6 ,https://sp.olx.com.br/baixada-santista-e-litoral-sul/celulares/iphone-6-804029661,R$ 700
1403,Guarulhos -  SP,IPhone XR Red 64gb,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-xr-red-64gb-804029668,R$ 2.400
1404,Cabo de Santo Agostinho -  PE,IPhone 7 Plus,https://pe.olx.com.br/grande-recife/celulares/iphone-7-plus-804029676,R$ 2.000
1405,São Luís -  MA,IPhone XR,https://ma.olx.com.br/regiao-de-sao-luis/celulares/iphone-xr-804029678,R$ 3.200
1406,Rio de Janeiro -  RJ,IPhone X,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-x-804029679,R$ 2.800
1407,Contagem -  MG,Iphone 6s gold,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/iphone-6s-gold-804029376,R$ 1.000
1408,Brasília -  DF,"Vendo iphone 6s - 64GB - R$700,00",https://df.olx.com.br/distrito-federal-e-regiao/celulares/vendo-iphone-6s-64gb-r-700-00-804029387,R$ 700
1409,Fortaleza -  CE,IPhone XR 128GB,https://ce.olx.com.br/fortaleza-e-regiao/celulares/iphone-xr-128gb-804029391,R$ 3.250
1410,Fortaleza -  CE,Vendo,https://ce.olx.com.br/fortaleza-e-regiao/celulares/vendo-804029395,R$ 800
1411,Aparecida de Goiânia -  GO,IPhone 6 Plus ,https://go.olx.com.br/grande-goiania-e-anapolis/celulares/iphone-6-plus-804029420,R$ 1.000
1412,Belo Horizonte -  MG,Iphone X 256 g,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/iphone-x-256-g-804029438,R$ 3.500
1413,Porto Velho -  RO,iPhone 7 Plus - 256g,https://ro.olx.com.br/rondonia/celulares/iphone-7-plus-256g-804029456,R$ 2.500
1414,São Miguel Dos Campos -  AL,iPhone 6 16g ,https://al.olx.com.br/alagoas/celulares/iphone-6-16g-804029464,R$ 600
1415,Florianópolis -  SC,Vendo iPhone 8,https://sc.olx.com.br/florianopolis-e-regiao/celulares/vendo-iphone-8-804029472,R$ 2.000
1416,Praia Grande -  SP,IPhone 7 ,https://sp.olx.com.br/baixada-santista-e-litoral-sul/celulares/iphone-7-804029476,R$ 1.400
1417,São Paulo -  SP,IPhone 8 Plus usado,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-8-plus-usado-804029479,R$ 2.399
1418,Brasília -  DF,Iphone 5S gold biometria ok zeradooo,https://df.olx.com.br/distrito-federal-e-regiao/celulares/iphone-5s-gold-biometria-ok-zeradooo-804029485,R$ 400
1419,Goiânia -  GO,iPhone 8 Plus 64g,https://go.olx.com.br/grande-goiania-e-anapolis/celulares/iphone-8-plus-64g-804029504,R$ 2.600
1420,Brasília -  DF,Iphone 6s completo ,https://df.olx.com.br/distrito-federal-e-regiao/celulares/iphone-6s-completo-804029511,R$ 850
1421,Manaus -  AM,Plano samel ( Plano samel ) Plano samel ( Plano samel ) Plano samel ( Plano samel ),https://am.olx.com.br/regiao-de-manaus/roupas-e-calcados/plano-samel-plano-samel-plano-samel-plano-samel-plano-samel-plano-samel-804029157,R$ 100
1422,Rio de Janeiro -  RJ,IPhone 11 ciano 64gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-11-ciano-64gb-804029181,R$ 3.900
1423,Brasília -  DF,IPhone 7 Plus 128G,https://df.olx.com.br/distrito-federal-e-regiao/celulares/iphone-7-plus-128g-804029186,R$ 2.100
1424,Rio de Janeiro -  RJ,iPhone 7 ,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-804029207,R$ 1.600
1425,Araquari -  SC,1400 ou Troco por iphone ,https://sc.olx.com.br/norte-de-santa-catarina/celulares/1400-ou-troco-por-iphone-804029220,R$ 1.400
1426,Rio de Janeiro -  RJ,Vendo iphone 8plus 64gigas de vitrine ,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vendo-iphone-8plus-64gigas-de-vitrine-804029264,R$ 2.800
1427,São Vicente -  SP,IPhone 7 32gb,https://sp.olx.com.br/baixada-santista-e-litoral-sul/celulares/iphone-7-32gb-804029270,R$ 1.500
1428,Ananindeua -  PA,Iphone 8 64gb,https://pa.olx.com.br/regiao-de-belem/celulares/iphone-8-64gb-804029273,R$ 1.800
1429,Curitiba -  PR,iPhone 7 32gb ,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/celulares/iphone-7-32gb-804029282,R$ 1.500
1430,Fortaleza -  CE,Vendo iphone usado pra vender logo,https://ce.olx.com.br/fortaleza-e-regiao/celulares/vendo-iphone-usado-pra-vender-logo-804029284,R$ 600
1431,Salvador -  BA,Iphone 6s plus 128gb,https://ba.olx.com.br/grande-salvador/celulares/iphone-6s-plus-128gb-804029295,R$ 1.350
1432,Natal -  RN,iPhone 6s,https://rn.olx.com.br/rio-grande-do-norte/celulares/iphone-6s-804029326,R$ 1.200
1433,Brasília -  DF,IPhone 7 NOVÍSSIMO 32G,https://df.olx.com.br/distrito-federal-e-regiao/celulares/iphone-7-novissimo-32g-804029336,R$ 1.200
1434,Belo Horizonte -  MG,IPhone 8,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/iphone-8-804029343,R$ 1.800
1435,Santos -  SP,Iphone 7 todas cores anatel 32 128gb Semi impecavel pronta entrega loja fisica,https://sp.olx.com.br/baixada-santista-e-litoral-sul/celulares/iphone-7-todas-cores-anatel-32-128gb-semi-impecavel-pronta-entrega-loja-fisica-785408509,R$ 2.250
1436,Rio de Janeiro -  RJ,A51 NOVO COM CAIXA,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/a51-novo-com-caixa-804028834,R$ 1.500
1437,Resende -  RJ,Smartwatch Amazfit Verge Lite Oginal 3 X cartão,https://rj.olx.com.br/serra-angra-dos-reis-e-regiao/esportes-e-ginastica/smartwatch-amazfit-verge-lite-oginal-3-x-cartao-804028840,R$ 629
1438,São Paulo -  SP,Celular Smartphone IPhone 6 64GB,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/celular-smartphone-iphone-6-64gb-804028869,R$ 900
1439,João Pessoa -  PB,Iphone 6s para retirada de peças,https://pb.olx.com.br/paraiba/celulares/iphone-6s-para-retirada-de-pecas-804028873,R$ 150
1440,Joinville -  SC,Adaptador para iPhone,https://sc.olx.com.br/norte-de-santa-catarina/computadores-e-acessorios/adaptador-para-iphone-804028883,R$ 49
1441,Lauro de Freitas -  BA,IPhone 7,https://ba.olx.com.br/grande-salvador/celulares/iphone-7-804028884,R$ 1.150
1442,Pinhais -  PR,IPhone 6 16gb,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/celulares/iphone-6-16gb-804028887,R$ 600
1443,Salvador -  BA,"Último Do Estoque Zefone Max Pro Edição Especial, Mostruário, Somos Empresa",https://ba.olx.com.br/grande-salvador/celulares/ultimo-do-estoque-zefone-max-pro-edicao-especial-mostruario-somos-empresa-804028915,R$ 1.299
1444,Curitiba -  PR,Montador De Móveis ! Vai Se Mudar Ou Comprar Móveis ? Nos Contrate!,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/ciclismo/montador-de-moveis-vai-se-mudar-ou-comprar-moveis-nos-contrate-804028920,R$ 0
1445,Manaus -  AM,Minizinha Bluetooth Entrega Gratis,https://am.olx.com.br/regiao-de-manaus/comercio-e-escritorio/outros-itens-para-comercio-e-escritorio/minizinha-bluetooth-entrega-gratis-804028926,R$ 35
1446,Campina Grande -  PB,IPhone 6s novo,https://pb.olx.com.br/paraiba/celulares/iphone-6s-novo-804028970,R$ 900
1447,Natal -  RN,iPhone 5s ,https://rn.olx.com.br/rio-grande-do-norte/celulares/iphone-5s-804028997,R$ 500
1448,Rio Verde -  GO, Vendo este celular ,https://go.olx.com.br/regiao-de-rio-verde-e-caldas-novas/celulares/vendo-este-celular-804029003,R$ 700
1449,Belford Roxo -  RJ,Vendo dois iPhones 6s com defeito ,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vendo-dois-iphones-6s-com-defeito-804029006,R$ 500
1450,Goiânia -  GO,iPhone 6s Plus 64gb ,https://go.olx.com.br/grande-goiania-e-anapolis/celulares/iphone-6s-plus-64gb-804029019,R$ 1.350
1451,Porto Alegre -  RS,Vendo iPhone X,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/celulares/vendo-iphone-x-804029020,R$ 1.500
1452,Santarém -  PA,IPhone X silver 256gb,https://pa.olx.com.br/regiao-de-santarem/celulares/iphone-x-silver-256gb-804029034,R$ 4.000
1453,Cuiabá -  MT,IPhone 8 64 gigas espacial,https://mt.olx.com.br/regiao-de-cuiaba/celulares/iphone-8-64-gigas-espacial-804029038,R$ 2.200
1454,Natal -  RN,iPhone 6 16GB ,https://rn.olx.com.br/rio-grande-do-norte/celulares/iphone-6-16gb-804029039,R$ 600
1455,Uberlândia -  MG,IPhone 11 Pro,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/celulares/iphone-11-pro-804029044,R$ 5.800
1456,Eusébio -  CE,IPhone 7 de 128GB cor gold bem novinho com carregador e fone,https://ce.olx.com.br/fortaleza-e-regiao/celulares/iphone-7-de-128gb-cor-gold-bem-novinho-com-carregador-e-fone-804029046,R$ 1.500
1457,Parnamirim -  RN,IPhone 5c ,https://rn.olx.com.br/rio-grande-do-norte/celulares/iphone-5c-804029050,R$ 300
1458,Rio de Janeiro -  RJ, Vendo lg k51s novo com todos acessórios. Sem arranhado sem quebrado,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vendo-lg-k51s-novo-com-todos-acessorios-sem-arranhado-sem-quebrado-804029069,R$ 1.000
1459,São Paulo -  SP,Apple Watch serie 2 38mm,https://sp.olx.com.br/sao-paulo-e-regiao/videogames/apple-watch-serie-2-38mm-804029101,R$ 700
1460,Carapicuíba -  SP,IPhone 7 retirada de peças,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-7-retirada-de-pecas-804029133,R$ 400
1461,Belo Horizonte -  MG,Vendo ou troco Celular,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/vendo-ou-troco-celular-804029142,R$ 500
1462,Palhoça -  SC,IPhone 8 Plus 64gb seminovo,https://sc.olx.com.br/florianopolis-e-regiao/celulares/iphone-8-plus-64gb-seminovo-804029149,R$ 2.849
1463,Sorocaba -  SP,Kit com 2 Carregadores para Celular Iphone Inova !!! Promoção,https://sp.olx.com.br/regiao-de-sorocaba/celulares/kit-com-2-carregadores-para-celular-iphone-inova--promocao-801591925,R$ 55
1464,Santo André -  SP,IPhone 6S 64GB,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-6s-64gb-804028718,R$ 1.100
1465,Montes Claros -  MG,Fone Original Apple P2,https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/celulares/fone-original-apple-p2-804028721,R$ 80
1466,Vitória -  ES,Iphone 7 - 32Gb preto,https://es.olx.com.br/norte-do-espirito-santo/celulares/iphone-7-32gb-preto-804028738,R$ 1.700
1467,Serra -  ES,iPhone 8 64G ,https://es.olx.com.br/norte-do-espirito-santo/celulares/iphone-8-64g-804028792,R$ 2.000
1468,Campinas -  SP,IPhone 7 128GB preto (em perfeito estado),https://sp.olx.com.br/grande-campinas/celulares/iphone-7-128gb-preto-em-perfeito-estado-804028811,R$ 1.800
1469,São José dos Campos -  SP,J8 semi novo,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/celulares/j8-semi-novo-804028449,R$ 980
1470,São Bernardo do Campo -  SP,IPhone 7 Plus 32GB aceitamos trocas por Apple,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-7-plus-32gb-aceitamos-trocas-por-apple-804028450,R$ 2.149
1471,Rio de Janeiro -  RJ,MOTO G9,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/moto-g9-804028458,R$ 1.000
1472,Jaboatão dos Guararapes -  PE,IPhone 7 32GB Gold,https://pe.olx.com.br/grande-recife/celulares/iphone-7-32gb-gold-804028495,R$ 1.249
1473,Abreu e Lima -  PE,Vendo iPhone 6s,https://pe.olx.com.br/grande-recife/celulares/vendo-iphone-6s-804028506,R$ 1.400
1474,Cubatão -  SP,Vendo iPhone 5S pra ir embora caixa carregador iCloud no meu nome faço rolo em aro 29$$,https://sp.olx.com.br/baixada-santista-e-litoral-sul/celulares/vendo-iphone-5s-pra-ir-embora-caixa-carregador-icloud-no-meu-nome-faco-rolo-em-aro-29-804028515,R$ 500
1475,Manaus -  AM,Minizinha sem aluguel - entrega gratis,https://am.olx.com.br/regiao-de-manaus/comercio-e-escritorio/outros-itens-para-comercio-e-escritorio/minizinha-sem-aluguel-entrega-gratis-804028540,R$ 35
1476,Maceió -  AL,iPhone 7 32 gigas.,https://al.olx.com.br/alagoas/celulares/iphone-7-32-gigas-804028542,R$ 1.200
1477,Brasília -  DF,IPhone 7 Plus 128Gb,https://df.olx.com.br/distrito-federal-e-regiao/celulares/iphone-7-plus-128gb-804028553,R$ 2.200
1478,Manaus -  AM,Minizinha,https://am.olx.com.br/regiao-de-manaus/comercio-e-escritorio/outros-itens-para-comercio-e-escritorio/minizinha-804028561,R$ 35
1479,Senador Canedo -  GO,IPhone 8Plus 128 Gb,https://go.olx.com.br/grande-goiania-e-anapolis/celulares/iphone-8plus-128-gb-804028563,R$ 3.000
1480,Belém -  PA,Vendo iPhone 6 ( Aceito Cartão ),https://pa.olx.com.br/regiao-de-belem/celulares/vendo-iphone-6-aceito-cartao-804028564,R$ 800
1481,Recife -  PE,"IPhone 6/ 16gb gold acompanha uma capa case original + um cabo similar,",https://pe.olx.com.br/grande-recife/celulares/iphone-6-16gb-gold-acompanha-uma-capa-case-original-um-cabo-similar-804028583,R$ 1.000
1482,Vitória -  ES,iPhone 7 gold novo com AirPod ,https://es.olx.com.br/norte-do-espirito-santo/celulares/iphone-7-gold-novo-com-airpod-804028585,R$ 2.500
1483,Manaus -  AM,IPhone 8 Plus Rose 64GB,https://am.olx.com.br/regiao-de-manaus/celulares/iphone-8-plus-rose-64gb-804028605,R$ 3.000
1484,Salvador -  BA,IPhone 5s 16gb,https://ba.olx.com.br/grande-salvador/celulares/iphone-5s-16gb-804028621,R$ 300
1485,Taubaté -  SP,iPhone 6 64GB TUDO OK,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/celulares/iphone-6-64gb-tudo-ok-804028637,R$ 650
1486,Nilópolis -  RJ,Vendo IPHONE 6 PLUS,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vendo-iphone-6-plus-804028641,R$ 1.100
1487,Manaus -  AM,Minizinha chip - Entrega gratis,https://am.olx.com.br/regiao-de-manaus/comercio-e-escritorio/outros-itens-para-comercio-e-escritorio/minizinha-chip-entrega-gratis-804028078,R$ 75
1488,Teresina -  PI,"iPhone 6, 16 gb",https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/celulares/iphone-6-16-gb-804028102,R$ 600
1489,Ribeirão Preto -  SP,IPhone 11 Pro Max 64gb Novinho,https://sp.olx.com.br/regiao-de-ribeirao-preto/celulares/iphone-11-pro-max-64gb-novinho-804028122,R$ 6.500
